Date,State,State_Code,District,District_Code,Confirmed,Active,Recovered,Deceased,Under_Observation,Home_Isolation,Symptomatic_Hospitalized,Symptomatic_Hospitalized_Today
21-03-2020,Kerala,32,Ernakulam,595,12,12,0,0,3474,3451,23,1
21-03-2020,Kerala,32,Thrissur,594,2,1,1,0,6538,6514,24,4
21-03-2020,Kerala,32,Palakkad,593,0,0,0,0,4110,4089,21,7
21-03-2020,Kerala,32,Malappuram,592,2,2,0,0,7018,7008,10,6
21-03-2020,Kerala,32,Kozhikode,591,0,0,0,0,7649,7626,23,18
21-03-2020,Kerala,32,Wayanad,590,0,0,0,0,889,888,1,1
21-03-2020,Kerala,32,Kannur,589,4,4,0,0,5187,5149,38,16
21-03-2020,Kerala,32,Kasaragod,588,15,14,1,0,665,650,15,9
22-03-2020,Kerala,32,Thiruvananthapuram,601,4,4,0,0,4926,4873,53,10
22-03-2020,Kerala,32,Kollam,600,0,0,0,0,1014,1011,3,0
22-03-2020,Kerala,32,Pathanamthitta,599,9,9,0,0,4767,4753,14,2
22-03-2020,Kerala,32,Idukki,596,1,1,0,0,600,597,3,3
22-03-2020,Kerala,32,Kottayam,597,2,2,0,0,2412,2406,6,1
22-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,4428,4417,11,5
22-03-2020,Kerala,32,Ernakulam,595,14,14,0,0,3984,3961,23,4
22-03-2020,Kerala,32,Thrissur,594,2,1,1,0,8538,8498,40,19
22-03-2020,Kerala,32,Palakkad,593,0,0,0,0,5109,5084,25,9
22-03-2020,Kerala,32,Malappuram,592,4,4,0,0,7394,7383,11,7
22-03-2020,Kerala,32,Kozhikode,591,2,2,0,0,8150,8116,34,20
22-03-2020,Kerala,32,Wayanad,590,0,0,0,0,1114,1113,1,0
22-03-2020,Kerala,32,Kannur,589,8,8,0,0,6126,6077,49,16
22-03-2020,Kerala,32,Kasaragod,588,20,19,1,0,733,692,41,26
23-03-2020,Kerala,32,Thiruvananthapuram,601,4,4,0,0,5477,5426,51,22
23-03-2020,Kerala,32,Kollam,600,0,0,0,0,1073,1070,3,0
23-03-2020,Kerala,32,Pathanamthitta,599,10,10,0,0,4580,4565,15,3
23-03-2020,Kerala,32,Idukki,596,1,1,0,0,643,640,3,0
23-03-2020,Kerala,32,Kottayam,597,2,2,0,0,2499,2492,7,1
23-03-2020,Kerala,32,Alappuzha,598,1,0,1,0,4840,4826,14,3
23-03-2020,Kerala,32,Ernakulam,595,16,16,0,0,4230,4201,29,8
23-03-2020,Kerala,32,Thrissur,594,3,2,1,0,9336,9292,44,8
23-03-2020,Kerala,32,Palakkad,593,0,0,0,0,5162,5135,27,8
23-03-2020,Kerala,32,Malappuram,592,4,4,0,0,9294,9279,15,11
23-03-2020,Kerala,32,Kozhikode,591,2,2,0,0,8408,8370,38,12
23-03-2020,Kerala,32,Wayanad,590,0,0,0,0,1440,1436,4,3
23-03-2020,Kerala,32,Kannur,589,13,12,1,0,6481,6409,72,23
23-03-2020,Kerala,32,Kasaragod,588,39,38,1,0,857,796,61,20
24-03-2020,Kerala,32,Thiruvananthapuram,601,5,5,0,0,5919,5829,90,43
24-03-2020,Kerala,32,Kollam,600,0,0,0,0,1137,1131,6,5
24-03-2020,Kerala,32,Pathanamthitta,599,10,10,0,0,4524,4504,20,7
24-03-2020,Kerala,32,Idukki,596,1,1,0,0,1123,1118,5,2
24-03-2020,Kerala,32,Kottayam,597,3,3,0,0,2411,2405,6,0
24-03-2020,Kerala,32,Alappuzha,598,2,1,1,0,5509,5490,19,8
24-03-2020,Kerala,32,Ernakulam,595,17,17,0,0,4380,4347,33,4
24-03-2020,Kerala,32,Thrissur,594,3,2,1,0,10908,10879,29,8
24-03-2020,Kerala,32,Palakkad,593,1,1,0,0,5514,5478,36,11
24-03-2020,Kerala,32,Malappuram,592,5,5,0,0,9898,9869,29,18
24-03-2020,Kerala,32,Kozhikode,591,4,4,0,0,9709,9674,35,19
24-03-2020,Kerala,32,Wayanad,590,0,0,0,0,1499,1496,3,0
24-03-2020,Kerala,32,Kannur,589,13,12,1,0,7193,7123,70,15
24-03-2020,Kerala,32,Kasaragod,588,45,44,1,0,2736,2651,85,24
25-03-2020,Kerala,32,Thiruvananthapuram,601,5,4,1,0,6409,6315,94,16
25-03-2020,Kerala,32,Kollam,600,0,0,0,0,1192,1186,6,0
25-03-2020,Kerala,32,Pathanamthitta,599,12,12,0,0,4461,4440,21,1
25-03-2020,Kerala,32,Idukki,596,2,2,0,0,1224,1221,3,1
25-03-2020,Kerala,32,Kottayam,597,3,3,0,0,2688,2681,7,1
25-03-2020,Kerala,32,Alappuzha,598,2,1,1,0,5592,5574,18,4
25-03-2020,Kerala,32,Ernakulam,595,20,20,0,0,3308,3274,34,3
25-03-2020,Kerala,32,Thrissur,594,3,1,2,0,12081,12044,37,11
25-03-2020,Kerala,32,Palakkad,593,3,3,0,0,5420,5384,36,8
25-03-2020,Kerala,32,Malappuram,592,5,5,0,0,10515,10460,55,44
25-03-2020,Kerala,32,Kozhikode,591,5,5,0,0,9980,9937,43,10
25-03-2020,Kerala,32,Wayanad,590,0,0,0,0,1911,1908,3,0
25-03-2020,Kerala,32,Kannur,589,13,12,1,0,7967,7886,81,14
25-03-2020,Kerala,32,Kasaragod,588,45,44,1,0,3794,3700,94,9
26-03-2020,Kerala,32,Thiruvananthapuram,601,5,4,1,0,7968,7854,114,34
26-03-2020,Kerala,32,Kollam,600,0,0,0,0,16464,16456,8,3
26-03-2020,Kerala,32,Pathanamthitta,599,12,11,1,0,6417,6400,17,4
26-03-2020,Kerala,32,Idukki,596,3,3,0,0,1307,1304,3,1
26-03-2020,Kerala,32,Kottayam,597,3,3,0,0,2903,2896,7,0
26-03-2020,Kerala,32,Alappuzha,598,2,1,1,0,5791,5769,22,7
26-03-2020,Kerala,32,Ernakulam,595,20,15,5,0,3495,3463,32,5
26-03-2020,Kerala,32,Thrissur,594,5,3,2,0,13283,13233,50,18
26-03-2020,Kerala,32,Palakkad,593,3,3,0,0,5915,5873,42,13
26-03-2020,Kerala,32,Malappuram,592,8,8,0,0,11235,11160,75,20
26-03-2020,Kerala,32,Kozhikode,591,5,5,0,0,10324,10277,47,6
26-03-2020,Kerala,32,Wayanad,590,1,1,0,0,2913,2909,4,4
26-03-2020,Kerala,32,Kannur,589,22,21,1,0,9190,9110,80,14
26-03-2020,Kerala,32,Kasaragod,588,48,47,1,0,4798,4698,100,7
27-03-2020,Kerala,32,Thiruvananthapuram,601,5,4,1,0,11024,10923,101,13
27-03-2020,Kerala,32,Kollam,600,1,1,0,0,17021,17008,13,7
27-03-2020,Kerala,32,Pathanamthitta,599,12,11,1,0,6975,6951,24,8
27-03-2020,Kerala,32,Idukki,596,3,3,0,0,1538,1533,5,2
27-03-2020,Kerala,32,Kottayam,597,3,3,0,0,3207,3200,7,0
27-03-2020,Kerala,32,Alappuzha,598,2,1,1,0,5620,5600,20,4
27-03-2020,Kerala,32,Ernakulam,595,20,15,5,0,3919,3884,35,10
27-03-2020,Kerala,32,Thrissur,594,6,4,2,0,13455,13408,47,6
27-03-2020,Kerala,32,Palakkad,593,3,3,0,0,5366,5324,42,16
27-03-2020,Kerala,32,Malappuram,592,8,8,0,0,11346,11256,90,24
27-03-2020,Kerala,32,Kozhikode,591,6,6,0,0,10474,10437,37,4
27-03-2020,Kerala,32,Wayanad,590,1,1,0,0,4269,4264,5,1
27-03-2020,Kerala,32,Kannur,589,24,23,1,0,10128,10041,87,14
27-03-2020,Kerala,32,Kasaragod,588,82,81,1,0,5957,5854,103,3
28-03-2020,Kerala,32,Thiruvananthapuram,601,7,5,2,0,18094,17985,109,29
28-03-2020,Kerala,32,Kollam,600,2,2,0,0,17046,17023,23,15
28-03-2020,Kerala,32,Pathanamthitta,599,12,11,1,0,7855,7835,20,2
28-03-2020,Kerala,32,Idukki,596,3,2,1,0,1925,1921,4,1
28-03-2020,Kerala,32,Kottayam,597,3,1,2,0,3279,3276,3,0
28-03-2020,Kerala,32,Alappuzha,598,2,1,1,0,5771,5752,19,5
28-03-2020,Kerala,32,Ernakulam,595,20,14,5,1,4981,4949,32,2
28-03-2020,Kerala,32,Thrissur,594,6,4,2,0,14737,14700,37,14
28-03-2020,Kerala,32,Palakkad,593,4,4,0,0,16128,16091,37,15
28-03-2020,Kerala,32,Malappuram,592,9,9,0,0,11525,11445,80,19
28-03-2020,Kerala,32,Kozhikode,591,6,6,0,0,10654,10615,39,2
28-03-2020,Kerala,32,Wayanad,590,1,1,0,0,5458,5453,5,0
28-03-2020,Kerala,32,Kannur,589,24,23,1,0,10406,10321,85,17
28-03-2020,Kerala,32,Kasaragod,588,83,82,1,0,6511,6384,127,27
29-03-2020,Kerala,32,Thiruvananthapuram,601,8,6,2,0,18145,18052,93,18
29-03-2020,Kerala,32,Kollam,600,2,2,0,0,17040,17017,23,4
29-03-2020,Kerala,32,Pathanamthitta,599,12,7,5,0,7725,7704,21,4
29-03-2020,Kerala,32,Idukki,596,3,2,1,0,2265,2259,6,3
29-03-2020,Kerala,32,Kottayam,597,3,1,2,0,3354,3351,3,0
29-03-2020,Kerala,32,Alappuzha,598,2,1,1,0,6267,6246,21,7
29-03-2020,Kerala,32,Ernakulam,595,21,15,5,1,5730,5701,29,6
29-03-2020,Kerala,32,Thrissur,594,7,5,2,0,14935,14896,39,10
29-03-2020,Kerala,32,Palakkad,593,5,5,0,0,18837,18805,32,5
29-03-2020,Kerala,32,Malappuram,592,10,10,0,0,11625,11543,82,25
29-03-2020,Kerala,32,Kozhikode,591,6,6,0,0,10762,10741,21,2
29-03-2020,Kerala,32,Wayanad,590,1,1,0,0,6736,6728,8,5
29-03-2020,Kerala,32,Kannur,589,32,31,1,0,10748,10660,88,6
29-03-2020,Kerala,32,Kasaragod,588,90,89,1,0,7042,6915,127,10
30-03-2020,Kerala,32,Thiruvananthapuram,601,8,6,2,0,18122,18036,86,16
30-03-2020,Kerala,32,Kollam,600,2,2,0,0,17049,17032,17,4
30-03-2020,Kerala,32,Pathanamthitta,599,12,7,5,0,7486,7467,19,3
30-03-2020,Kerala,32,Idukki,596,5,4,1,0,2661,2655,6,2
30-03-2020,Kerala,32,Kottayam,597,3,1,2,0,3360,3356,4,1
30-03-2020,Kerala,32,Alappuzha,598,2,1,1,0,6627,6612,15,1
30-03-2020,Kerala,32,Ernakulam,595,21,15,5,1,5527,5502,25,7
30-03-2020,Kerala,32,Thrissur,594,7,5,2,0,17827,17785,42,9
30-03-2020,Kerala,32,Palakkad,593,5,5,0,0,20143,20099,44,16
30-03-2020,Kerala,32,Malappuram,592,10,10,0,0,12099,11994,105,26
30-03-2020,Kerala,32,Kozhikode,591,6,6,0,0,20135,20113,22,3
30-03-2020,Kerala,32,Wayanad,590,3,3,0,0,7906,7894,12,4
30-03-2020,Kerala,32,Kannur,589,43,42,1,0,10904,10812,92,25
30-03-2020,Kerala,32,Kasaragod,588,107,106,1,0,7437,7303,134,9
31-03-2020,Kerala,32,Thiruvananthapuram,601,10,7,2,1,18392,18315,77,13
31-03-2020,Kerala,32,Kollam,600,3,3,0,0,17247,17228,19,2
31-03-2020,Kerala,32,Pathanamthitta,599,12,5,7,0,7254,7241,13,2
31-03-2020,Kerala,32,Idukki,596,5,4,1,0,2737,2732,5,1
31-03-2020,Kerala,32,Kottayam,597,3,1,2,0,3258,3254,4,0
31-03-2020,Kerala,32,Alappuzha,598,2,1,1,0,6956,6945,11,1
31-03-2020,Kerala,32,Ernakulam,595,21,15,5,1,5312,5281,31,8
31-03-2020,Kerala,32,Thrissur,594,8,6,2,0,20588,20541,47,8
31-03-2020,Kerala,32,Palakkad,593,5,5,0,0,20219,20171,48,10
31-03-2020,Kerala,32,Malappuram,592,10,10,0,0,12642,12540,102,24
31-03-2020,Kerala,32,Kozhikode,591,6,6,0,0,21239,21222,17,5
31-03-2020,Kerala,32,Wayanad,590,3,3,0,0,8511,8498,13,2
31-03-2020,Kerala,32,Kannur,589,44,41,3,0,11049,10941,108,37
31-03-2020,Kerala,32,Kasaragod,588,109,108,1,0,7725,7562,163,37
01-04-2020,Kerala,32,Thiruvananthapuram,601,12,8,3,1,18058,17981,77,20
01-04-2020,Kerala,32,Kollam,600,3,3,0,0,16678,16661,17,2
01-04-2020,Kerala,32,Pathanamthitta,599,12,5,7,0,7575,7558,17,6
01-04-2020,Kerala,32,Idukki,596,5,4,1,0,2821,2815,6,1
01-04-2020,Kerala,32,Kottayam,597,3,1,2,0,3282,3278,4,1
01-04-2020,Kerala,32,Alappuzha,598,2,1,1,0,8049,8043,6,3
01-04-2020,Kerala,32,Ernakulam,595,24,18,5,1,4627,4590,37,7
01-04-2020,Kerala,32,Thrissur,594,10,8,2,0,18863,18825,38,9
01-04-2020,Kerala,32,Palakkad,593,6,6,0,0,20038,19986,52,10
01-04-2020,Kerala,32,Malappuram,592,12,12,0,0,12780,12721,59,20
01-04-2020,Kerala,32,Kozhikode,591,6,5,1,0,21485,21462,23,9
01-04-2020,Kerala,32,Wayanad,590,3,3,0,0,10031,10020,11,0
01-04-2020,Kerala,32,Kannur,589,46,43,3,0,10880,10782,98,18
01-04-2020,Kerala,32,Kasaragod,588,121,120,1,0,8963,8786,177,17
02-04-2020,Kerala,32,Thiruvananthapuram,601,13,8,4,1,18005,17921,84,27
02-04-2020,Kerala,32,Kollam,600,5,5,0,0,16171,16157,14,4
02-04-2020,Kerala,32,Pathanamthitta,599,13,6,7,0,8656,8631,25,9
02-04-2020,Kerala,32,Idukki,596,10,9,1,0,2836,2829,7,1
02-04-2020,Kerala,32,Kottayam,597,3,1,2,0,3304,3301,3,0
02-04-2020,Kerala,32,Alappuzha,598,2,1,1,0,7108,7098,10,4
02-04-2020,Kerala,32,Ernakulam,595,24,18,5,1,3878,3843,35,1
02-04-2020,Kerala,32,Thrissur,594,11,9,2,0,19099,19062,37,8
02-04-2020,Kerala,32,Palakkad,593,6,6,0,0,19721,19669,52,8
02-04-2020,Kerala,32,Malappuram,592,13,12,1,0,13936,13873,63,25
02-04-2020,Kerala,32,Kozhikode,591,7,6,1,0,21934,21906,28,9
02-04-2020,Kerala,32,Wayanad,590,3,3,0,0,10753,10745,8,5
02-04-2020,Kerala,32,Kannur,589,47,44,3,0,10301,10201,100,23
02-04-2020,Kerala,32,Kasaragod,588,129,128,1,0,10232,10055,177,21
03-04-2020,Kerala,32,Thiruvananthapuram,601,13,8,4,1,18093,18005,88,27
03-04-2020,Kerala,32,Kollam,600,5,5,0,0,15906,15884,22,9
03-04-2020,Kerala,32,Pathanamthitta,599,13,5,8,0,8437,8415,22,6
03-04-2020,Kerala,32,Idukki,596,10,7,3,0,2946,2936,10,4
03-04-2020,Kerala,32,Kottayam,597,3,0,3,0,3251,3247,4,1
03-04-2020,Kerala,32,Alappuzha,598,2,1,1,0,7378,7366,12,4
03-04-2020,Kerala,32,Ernakulam,595,24,18,5,1,12133,12097,36,2
03-04-2020,Kerala,32,Thrissur,594,12,10,2,0,14073,14033,40,11
03-04-2020,Kerala,32,Palakkad,593,6,6,0,0,19610,19563,47,4
03-04-2020,Kerala,32,Malappuram,592,13,12,1,0,14794,14694,100,59
03-04-2020,Kerala,32,Kozhikode,591,7,5,2,0,21934,21908,26,13
03-04-2020,Kerala,32,Wayanad,590,3,3,0,0,10842,10835,7,3
03-04-2020,Kerala,32,Kannur,589,48,40,8,0,10352,10244,108,24
03-04-2020,Kerala,32,Kasaragod,588,136,131,5,0,10248,10064,184,17
04-04-2020,Kerala,32,Thiruvananthapuram,601,13,7,5,1,17443,17342,101,30
04-04-2020,Kerala,32,Kollam,600,6,6,0,0,15935,15919,16,0
04-04-2020,Kerala,32,Pathanamthitta,599,13,5,8,0,7980,7961,19,0
04-04-2020,Kerala,32,Idukki,596,10,7,3,0,3137,3129,8,1
04-04-2020,Kerala,32,Kottayam,597,3,0,3,0,3265,3261,4,3
04-04-2020,Kerala,32,Alappuzha,598,3,2,1,0,7979,7966,13,3
04-04-2020,Kerala,32,Ernakulam,595,25,19,5,1,11878,11842,36,4
04-04-2020,Kerala,32,Thrissur,594,12,10,2,0,14219,14183,36,7
04-04-2020,Kerala,32,Palakkad,593,7,7,0,0,19325,19279,46,5
04-04-2020,Kerala,32,Malappuram,592,13,12,1,0,16522,16396,126,48
04-04-2020,Kerala,32,Kozhikode,591,7,5,2,0,21934,21902,32,14
04-04-2020,Kerala,32,Wayanad,590,3,3,0,0,10907,10900,7,1
04-04-2020,Kerala,32,Kannur,589,49,34,15,0,10276,10181,95,23
04-04-2020,Kerala,32,Kasaragod,588,142,137,5,0,10555,10360,195,35
05-04-2020,Kerala,32,Thiruvananthapuram,601,13,7,5,1,17748,17646,102,18
05-04-2020,Kerala,32,Kollam,600,6,6,0,0,12670,12661,9,3
05-04-2020,Kerala,32,Pathanamthitta,599,14,6,8,0,7697,7683,14,5
05-04-2020,Kerala,32,Idukki,596,10,7,3,0,3608,3600,8,0
05-04-2020,Kerala,32,Kottayam,597,3,0,3,0,3326,3324,2,0
05-04-2020,Kerala,32,Alappuzha,598,3,2,1,0,8502,8487,15,8
05-04-2020,Kerala,32,Ernakulam,595,25,19,5,1,1183,1142,41,9
05-04-2020,Kerala,32,Thrissur,594,12,10,2,0,14501,14463,38,6
05-04-2020,Kerala,32,Palakkad,593,7,7,0,0,18531,18502,29,6
05-04-2020,Kerala,32,Malappuram,592,13,11,2,0,16850,16694,156,61
05-04-2020,Kerala,32,Kozhikode,591,12,9,3,0,21934,21899,35,13
05-04-2020,Kerala,32,Wayanad,590,3,3,0,0,10906,10898,8,1
05-04-2020,Kerala,32,Kannur,589,50,31,19,0,10430,10343,87,15
05-04-2020,Kerala,32,Kasaragod,588,143,138,5,0,10731,10499,232,43
06-04-2020,Kerala,32,Thiruvananthapuram,601,13,7,5,1,12470,12365,105,25
06-04-2020,Kerala,32,Kollam,600,7,6,1,0,11374,11365,9,1
06-04-2020,Kerala,32,Pathanamthitta,599,15,7,8,0,7716,7700,16,3
06-04-2020,Kerala,32,Idukki,596,10,7,3,0,3723,3715,8,0
06-04-2020,Kerala,32,Kottayam,597,3,0,3,0,3222,3219,3,3
06-04-2020,Kerala,32,Alappuzha,598,3,2,1,0,8743,8731,12,3
06-04-2020,Kerala,32,Ernakulam,595,25,19,5,1,707,672,35,1
06-04-2020,Kerala,32,Thrissur,594,12,9,3,0,14716,14677,39,4
06-04-2020,Kerala,32,Palakkad,593,7,7,0,0,18427,18395,32,10
06-04-2020,Kerala,32,Malappuram,592,15,13,2,0,16453,16285,168,11
06-04-2020,Kerala,32,Kozhikode,591,12,9,3,0,21934,21897,37,13
06-04-2020,Kerala,32,Wayanad,590,3,3,0,0,11588,11579,9,2
06-04-2020,Kerala,32,Kannur,589,50,30,20,0,10895,10794,101,30
06-04-2020,Kerala,32,Kasaragod,588,152,147,5,0,10836,10615,221,16
07-04-2020,Kerala,32,Thiruvananthapuram,601,13,6,6,1,8475,8379,96,19
07-04-2020,Kerala,32,Kollam,600,8,7,1,0,9432,9417,15,10
07-04-2020,Kerala,32,Pathanamthitta,599,15,7,8,0,7516,7500,16,0
07-04-2020,Kerala,32,Idukki,596,10,7,3,0,4064,4055,9,1
07-04-2020,Kerala,32,Kottayam,597,3,0,3,0,3336,3332,4,1
07-04-2020,Kerala,32,Alappuzha,598,3,1,2,0,7766,7752,14,5
07-04-2020,Kerala,32,Ernakulam,595,25,15,9,1,3057,3024,33,2
07-04-2020,Kerala,32,Thrissur,594,12,9,3,0,15033,14996,37,5
07-04-2020,Kerala,32,Palakkad,593,7,7,0,0,18386,18355,31,6
07-04-2020,Kerala,32,Malappuram,592,16,14,2,0,14179,14042,137,44
07-04-2020,Kerala,32,Kozhikode,591,12,9,3,0,21934,21907,27,9
07-04-2020,Kerala,32,Wayanad,590,3,3,0,0,11860,11850,10,2
07-04-2020,Kerala,32,Kannur,589,53,28,25,0,10561,10469,92,13
07-04-2020,Kerala,32,Kasaragod,588,156,150,6,0,11087,10856,231,14
08-04-2020,Kerala,32,Thiruvananthapuram,601,13,4,8,1,6663,6571,92,23
08-04-2020,Kerala,32,Kollam,600,8,6,2,0,9237,9221,16,2
08-04-2020,Kerala,32,Pathanamthitta,599,16,8,8,0,7355,7340,15,6
08-04-2020,Kerala,32,Idukki,596,10,5,5,0,4255,4246,9,0
08-04-2020,Kerala,32,Kottayam,597,3,0,3,0,2552,2549,3,0
08-04-2020,Kerala,32,Alappuzha,598,5,3,2,0,7661,7646,15,1
08-04-2020,Kerala,32,Ernakulam,595,25,15,9,1,3090,3061,29,5
08-04-2020,Kerala,32,Thrissur,594,13,7,6,0,15716,15680,36,2
08-04-2020,Kerala,32,Palakkad,593,7,7,0,0,17454,17418,36,12
08-04-2020,Kerala,32,Malappuram,592,16,14,2,0,14136,14018,118,50
08-04-2020,Kerala,32,Kozhikode,591,12,7,5,0,20049,20025,24,9
08-04-2020,Kerala,32,Wayanad,590,3,1,2,0,12102,12092,10,2
08-04-2020,Kerala,32,Kannur,589,57,31,26,0,9403,9311,92,17
08-04-2020,Kerala,32,Kasaragod,588,157,151,6,0,10801,10547,254,40
